verified	Month	Year	count
TRUE	5	2015	2142958
TRUE	6	2015	2169746
FALSE	6	2015	231849
TRUE	7	2015	2325964
FALSE	7	2015	250425
TRUE	8	2015	2374261
FALSE	8	2015	271622
FALSE	9	2015	255001
TRUE	9	2015	2189071
TRUE	10	2015	2320052
FALSE	10	2015	267705
TRUE	11	2015	2293941
FALSE	11	2015	284246
FALSE	12	2015	292536
TRUE	12	2015	2110367
FALSE	1	2016	335377
TRUE	1	2016	2817770
TRUE	2	2016	2592686
FALSE	2	2016	302648
TRUE	3	2016	2758765
FALSE	3	2016	331011
FALSE	4	2016	316965
TRUE	4	2016	2262464
FALSE	5	2016	335028
TRUE	5	2016	2616093
TRUE	6	2016	2610212
FALSE	6	2016	359792
TRUE	7	2016	2676422
FALSE	7	2016	369698
TRUE	8	2016	2703802
FALSE	8	2016	345564
FALSE	9	2016	317145
TRUE	9	2016	2553325
TRUE	10	2016	2423661
FALSE	10	2016	291794
TRUE	11	2016	2191684
FALSE	11	2016	261649
FALSE	12	2016	329744
TRUE	12	2016	3030148
FALSE	1	2017	317795
TRUE	1	2017	3148010
TRUE	2	2017	2167232
FALSE	2	2017	230468
TRUE	3	2017	2355512
FALSE	3	2017	244605
FALSE	4	2017	226802
TRUE	4	2017	2054634
FALSE	5	2017	228080
TRUE	5	2017	1958894
TRUE	6	2017	1769386
FALSE	6	2017	217672
TRUE	7	2017	1905331
FALSE	7	2017	248445
TRUE	8	2017	2041854
FALSE	8	2017	255760
FALSE	9	2017	228942
TRUE	9	2017	1781934
TRUE	10	2017	1666391
FALSE	10	2017	218423
TRUE	11	2017	1523650
FALSE	11	2017	205304
FALSE	12	2017	196020
TRUE	12	2017	1576659
FALSE	1	2018	210107
TRUE	1	2018	1956137
TRUE	2	2018	1590640
FALSE	2	2018	186717
TRUE	3	2018	1773223
FALSE	3	2018	197980
FALSE	4	2018	178697
TRUE	4	2018	1660646
FALSE	5	2018	110328
TRUE	5	2018	1264914
TRUE	6	2018	978008
FALSE	6	2018	59616
TRUE	7	2018	735150
FALSE	7	2018	48493
TRUE	8	2018	459961
FALSE	8	2018	33177
FALSE	9	2018	11752
TRUE	9	2018	147571
TRUE	10	2018	1588
FALSE	10	2018	116
